DIA,SITIO
MARTES,ALMACENES
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,"COLEGIOS, ESCUELAS"
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,"COLEGIOS, ESCUELAS"
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,PUENTE
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,FRENTE A EDIFICIO - VIA PUBLICA
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,CLINICAS Y SIMILARES
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,INTERIOR VEHICULO PARTICULAR
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,INTERIOR VEHICULO PARTICULAR
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,CASAS DE HABITACION
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,CASAS DE HABITACION
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,LOCAL COMERCIAL
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,ESTACION M.I.O.
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MARTES,VIAS PUBLICAS
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,UNIVERSIDADES
MIERCOLES,VIAS PUBLICAS
MIERCOLES,OFICINAS
MIERCOLES,CASAS DE HABITACION
MIERCOLES,PUENTE PEATONAL
MIERCOLES,CARRETERA
MIERCOLES,CARRETERA
MIERCOLES,CARRETERA
MIERCOLES,CASAS DE HABITACION
MIERCOLES,ALMACENES
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,INTERIOR VEHICULO SERVICIO PUBLICO
MIERCOLES,INTERIOR VEHICULO SERVICIO PUBLICO
MIERCOLES,VIAS PUBLICAS
MIERCOLES,PARADERO DE BUSES
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,ESTACION DEL METRO
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,TRANSPORTE PUBLICO
MIERCOLES,VIAS PUBLICAS
MIERCOLES,CONSULTORIOS MEDICOS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,ESTACION DEL METRO
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,ESTACION DEL METRO
MIERCOLES,CLINICAS Y SIMILARES
MIERCOLES,VIAS PUBLICAS
MIERCOLES,UNIVERSIDADES
MIERCOLES,VIAS PUBLICAS
MIERCOLES,"COLEGIOS, ESCUELAS"
MIERCOLES,INTERIOR VEHICULO PARTICULAR
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,FRENTE A RESIDENCIAS - VIA PUBLICA
MIERCOLES,FRENTE A RESIDENCIAS - VIA PUBLICA
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,LOTE BALDIO
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,SOBRE ANDEN - VIA PUBLICA
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,LOCAL COMERCIAL
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,INTERIOR VEHICULO SERVICIO PUBLICO
MIERCOLES,VIAS PUBLICAS
MIERCOLES,CARRETERA
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,TRANSPORTE PUBLICO
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,LOCAL COMERCIAL
MIERCOLES,SOBRE ANDEN - VIA PUBLICA
MIERCOLES,ESTACION TRANSMILENIO ALCALA
MIERCOLES,VIAS PUBLICAS
MIERCOLES,BUS TRANSMILENIO
MIERCOLES,ESTACION TRANSMILENIO RICAURTE (CLL 13)
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,BUS TRANSMILENIO
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,ESTACION TRANSMILENIO RICAURTE (CLL 13)
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,TRANSPORTE PUBLICO
MIERCOLES,BUS TRANSMILENIO
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,OFICINAS
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,PLAYA
MIERCOLES,CASAS DE HABITACION
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,FRENTE A COLEGIO - VIA PUBLICA
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,LOCAL COMERCIAL
MIERCOLES,VIAS PUBLICAS
MIERCOLES,TERMINAL DE TRANSPORTES
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,TRANSPORTE PUBLICO
MIERCOLES,PARADERO DE BUSES
MIERCOLES,GIMNASIO
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,ESTACIONES DE SERVICIO
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,LOCAL COMERCIAL
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,CASAS DE HABITACION
MIERCOLES,CASAS DE HABITACION
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,SEMAFORO
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,CENTRO COMERCIAL
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,ALIMENTADOR BUS M.I.O.
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,FRENTE A RESIDENCIAS - VIA PUBLICA
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,INTERIOR VEHICULO SERVICIO PUBLICO
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,VIAS PUBLICAS
MIERCOLES,CASAS DE HABITACION
MIERCOLES,CASAS DE HABITACION
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,CARRETERA
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,ESTACION DEL METRO
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,INTERIOR VEHICULO PARTICULAR
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,FRENTE A DISCOTECAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,CENTRO COMERCIAL
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,DISCOTECAS
JUEVES,VIAS PUBLICAS
JUEVES,RESTAURANTES
JUEVES,VIAS PUBLICAS
JUEVES,CASAS DE HABITACION
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,CASA DE LENOCINIO
JUEVES,APARTAMENTO
JUEVES,"COLEGIOS, ESCUELAS"
JUEVES,VEHICULO
JUEVES,VIAS PUBLICAS
JUEVES,SOBRE ANDEN - VIA PUBLICA
JUEVES,SOBRE ANDEN - VIA PUBLICA
JUEVES,VIAS PUBLICAS
JUEVES,SOBRE ANDEN - VIA PUBLICA
JUEVES,CASAS DE HABITACION
JUEVES,"BARES, CANTINAS Y SIMILARES"
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,LOCAL COMERCIAL
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VEHICULO
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,FRENTE CENTRO COMERCIAL
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,ESTACION TRANSMILENIO CALLE 72
JUEVES,VIAS PUBLICAS
JUEVES,INTERIOR VEHICULO SITP
JUEVES,ESTACION TRANSMILENIO SAN DIEGO
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,LOCAL COMERCIAL
JUEVES,VIAS PUBLICAS
JUEVES,SUPERMERCADOS
JUEVES,VIAS PUBLICAS
JUEVES,ESTACION TRANSMILENIO COMUNEROS
JUEVES,ESTACION TRANSMILENIO CARDIO INFANTIL
JUEVES,ESTACION TRANSMILENIO CALLE 100
JUEVES,VIAS PUBLICAS
JUEVES,INTERIOR VEHICULO SITP
JUEVES,ESTACION TRANSMILENIO CALLE 63
JUEVES,VEHICULO
JUEVES,ESTACION TRANSMILENIO PORTAL USME
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,CASAS DE HABITACION
JUEVES,ESTACION TRANSMILENIO RICAURTE (CRA 30)
JUEVES,VIAS PUBLICAS
JUEVES,ESTACION TRANSMILENIO SANTA ISABEL
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,TRANSPORTE PUBLICO
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,CASAS DE HABITACION
JUEVES,VIAS PUBLICAS
JUEVES,OFICINAS
JUEVES,VIAS PUBLICAS
JUEVES,CASAS DE HABITACION
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,"BARES, CANTINAS Y SIMILARES"
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,PARADERO DE BUSES
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,BOMBA DE GASOLINA
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,APARTAMENTO
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,DISCOTECAS
JUEVES,VIAS PUBLICAS
JUEVES,LOCAL COMERCIAL
JUEVES,VIAS PUBLICAS
JUEVES,TALLERES
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,APARTAMENTO
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,CASAS DE HABITACION
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,CASAS DE HABITACION
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,FINCAS Y SIMILARES
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,CASAS DE HABITACION
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,PANADERIAS
JUEVES,VIAS PUBLICAS
JUEVES,PARADERO DE BUSES
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,VIAS PUBLICAS
JUEVES,OFICINAS
JUEVES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,FINCAS Y SIMILARES
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,CARRETERA
VIERNES,VIAS PUBLICAS
VIERNES,PARQUEADERO
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,ESTACION DEL METRO
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,INSTALACIONES DEL EJERCITO
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,BUS TRANSMETRO
VIERNES,CASAS DE HABITACION
VIERNES,VIAS PUBLICAS
VIERNES,GIMNASIO
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,PLAYA
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,CARCELES
VIERNES,OFICINAS
VIERNES,ALMACENES
VIERNES,VIAS PUBLICAS
VIERNES,UNIVERSIDADES
VIERNES,APARTAMENTO
VIERNES,APARTAMENTO
VIERNES,VIAS PUBLICAS
VIERNES,RESTAURANTES
VIERNES,CLINICAS Y SIMILARES
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,ALMACENES
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,ESTACION TRANSMILENIO RICAURTE (CLL 13)
VIERNES,TRANSPORTE PUBLICO
VIERNES,CAFETERIAS
VIERNES,VIAS PUBLICAS
VIERNES,TRANSPORTE PUBLICO
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,ESTACION TRANSMILENIO PORTAL USME
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VEHICULO
VIERNES,INTERIOR VEHICULO SITP
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,ESTACION TRANSMILENIO UNIVERSIDADES
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,INTERIOR VEHICULO SITP
VIERNES,VIAS PUBLICAS
VIERNES,ESTACION TRANSMILENIO NARINHO
VIERNES,VIAS PUBLICAS
VIERNES,FRENTE A ALMACEN - VIA PUBLICA
VIERNES,CARRETERA
VIERNES,VIAS PUBLICAS
VIERNES,"COLEGIOS, ESCUELAS"
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,CASAS DE HABITACION
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,CASAS DE HABITACION
VIERNES,CASAS DE HABITACION
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,TRANSPORTE PUBLICO
VIERNES,VEHICULO
VIERNES,VEHICULO
VIERNES,VEHICULO
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,TIENDA
VIERNES,TIENDA
VIERNES,"HOTELES, RESIDENCIAS, Y SIMILARES."
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,PARQUES
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,FRENTE A COLEGIO - VIA PUBLICA
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,TRANSPORTE PUBLICO
VIERNES,TRANSPORTE PUBLICO
VIERNES,TRANSPORTE PUBLICO
VIERNES,TRANSPORTE PUBLICO
VIERNES,TRANSPORTE PUBLICO
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,"COLEGIOS, ESCUELAS"
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,TRAMO DE VIA
VIERNES,ALMACENES
VIERNES,INTERIOR VEHICULO SERVICIO PUBLICO
VIERNES,DISCOTECAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,CASAS DE HABITACION
VIERNES,VIAS PUBLICAS
VIERNES,PARQUES
VIERNES,VIAS PUBLICAS
VIERNES,FRENTE A COLEGIO - VIA PUBLICA
VIERNES,LOCAL COMERCIAL
VIERNES,INTERIOR VEHICULO PARTICULAR
VIERNES,VIAS PUBLICAS
VIERNES,LOCAL COMERCIAL
VIERNES,CASAS DE HABITACION
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,CASAS DE HABITACION
VIERNES,CASAS DE HABITACION
VIERNES,TERMINAL DE TRANSPORTES
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,SUPERMERCADOS
VIERNES,PARQUES
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,TIENDA
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,LOCAL COMERCIAL
VIERNES,ESTACION M.I.O.
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,DENTRO DE LA VIVIENDA
VIERNES,DENTRO DE LA VIVIENDA
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,LOCAL COMERCIAL
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,SEMAFORO
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
VIERNES,VIAS PUBLICAS
SABADO,CANCHA DE FUTBOL
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,CASAS DE HABITACION
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,"HOTELES, RESIDENCIAS, Y SIMILARES."
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,CENTRO COMERCIAL
SABADO,PARQUES
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,FRENTE A RESIDENCIAS - VIA PUBLICA
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,DISCOTECAS
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
SABADO,VIAS PUBLICAS
