DIA,BARRIO
MARTES,VERSALLES
MARTES,MACARENA ALTA
MARTES,MACARENA ALTA
MARTES,ROBERTO LEIVA
MARTES,CENTENARIO
MARTES,ANGEL DEL HOGAR E7
MARTES,LOS GUADUALES E6
MARTES,PIZAMOS I E21
MARTES,VILLACOLOMBIA E8
MARTES,PARCELACIONES PANCE E22
MARTES,CANEY E17
MARTES,PAMPA LINDA E19
MARTES,ARANJUEZ E9
MARTES,CIUDAD CORDOBA E15
MARTES,PIZAMOS I E21
MARTES,SAN FERNANDO VIEJO E19
MARTES,LA ALIANZA E4
MARTES,CIUDAD CAMPESTRE E22
MARTES,ALFONSO B. ARAGON E14
MARTES,LA CONCORDIA
MARTES,LA CONCORDIA
MARTES,LA CRUZ
MARTES,JORGE ELIECER GAITAN
MARTES,BELLO HORIZONTE
MIERCOLES,SAN PEDRO
MIERCOLES,GUAIMARAL
MIERCOLES,PRADO
MIERCOLES,PRADO
MIERCOLES,CENTRO
MIERCOLES,ASOVIVIENDA
MIERCOLES,VILLANUEVA
MIERCOLES,MACHADO
MIERCOLES,MACHADO
MIERCOLES,VDA. ENCERILLOS
MIERCOLES,LA SUSANA
MIERCOLES,LA CANDELARIA C-10
MIERCOLES,EL RODEO C-15
MIERCOLES,LA CANDELARIA C-10
MIERCOLES,BOSTON C-10
MIERCOLES,ESTACION VILLA C-10
MIERCOLES,ESTACION VILLA C-10
MIERCOLES,LA LADERA C-8
MIERCOLES,PERPETUO SOCORRO C-10
MIERCOLES,LAS PALMAS C-10
MIERCOLES,VILLANUEVA C-10
MIERCOLES,SAN JOAQUIN C-11
MIERCOLES,LA AGUACATALA C-14
MIERCOLES,NARANJAL C-11
MIERCOLES,BARRIO CAYCEDO C-9
MIERCOLES,MIRAMAR C-6
MIERCOLES,FUENTE CLARA C-7
MIERCOLES,CORAZON DE JESUS C-10
MIERCOLES,LA CANDELARIA C-10
MIERCOLES,SAN JAVIER 1 C-13
MIERCOLES,BARRIO COLON C-10
MIERCOLES,PRADO C-10
MIERCOLES,PRADO C-10
MIERCOLES,ROBLEDO C-7
MIERCOLES,LA CANDELARIA C-10
MIERCOLES,GUAYAQUIL C-10
MIERCOLES,LAS ACACIAS C-11
MIERCOLES,CALLE NUEVA C-10
MIERCOLES,SAN DIEGO C-10
MIERCOLES,LA CANDELARIA C-10
MIERCOLES,CUARTA BRIGADA C-11
MIERCOLES,PRADOS DE SABANETA
MIERCOLES,SAN CARLOS
MIERCOLES,BELLA ARENA
MIERCOLES,SAN FELIPE
MIERCOLES,EL LIMON
MIERCOLES,7 DE ABRIL
MIERCOLES,EVARISTO SOURDIS
MIERCOLES,EVARISTO SOURDIS
MIERCOLES,LA ILUSION
MIERCOLES,ORIENTAL
MIERCOLES,LOS ALMENDROS
MIERCOLES,LOS ROBLES
MIERCOLES,LA CASTELLANA
MIERCOLES,EL POZON
MIERCOLES,NARINHO
MIERCOLES,MAMONAL
MIERCOLES,CENTRO
MIERCOLES,BARRIO EL CARMEN
MIERCOLES,BARRIO MESOPOTAMIA
MIERCOLES,ESTAMBUL
MIERCOLES,CENTRO
MIERCOLES,VILLAS DEL RECREO
MIERCOLES,LA VEGA
MIERCOLES,EL PARAISO
MIERCOLES,LA LADERA
MIERCOLES,BOLIVAR
MIERCOLES,CENTRO
MIERCOLES,EL DEAN
MIERCOLES,LA ESMERALDA
MIERCOLES,LOS SAUCES
MIERCOLES,VEREDA
MIERCOLES,ALFONSO LOPEZ
MIERCOLES,YESCA GRANDE
MIERCOLES,CAMPO ALEGRE
MIERCOLES,COLON
MIERCOLES,MONTEVERDE
MIERCOLES,SAN JUAN DE LAS PALMAS
MIERCOLES,URB. MARRUECOS E-18
MIERCOLES,VILLA DEL RIO E-7
MIERCOLES,FLORIDA BLANCA E-10
MIERCOLES,EMAUS E-2
MIERCOLES,URB. COSTA AZUL I Y II ETAPA E-11
MIERCOLES,QUINTA PAREDES E-13
MIERCOLES,LAS MERCEDES E-11
MIERCOLES,NORMANDIA E-10
MIERCOLES,LA ESPERANZA E-12
MIERCOLES,ALCALA  E-11
MIERCOLES,CATALUNHA E-2
MIERCOLES,TEUSAQUILLO E-13
MIERCOLES,RICAURTE E-14
MIERCOLES,BELLAVISTA E-8
MIERCOLES,VILLA ALSACIA E-8
MIERCOLES,LISBOA E-11
MIERCOLES,OLARTE E-7
MIERCOLES,LA SANTAMARIA E-1
MIERCOLES,LAS COLINAS E-18
MIERCOLES,RICAURTE E-14
MIERCOLES,PATIO BONITO I E-8
MIERCOLES,ACACIAS NORTE E-1
MIERCOLES,MINUTO DE DIOS E-10
MIERCOLES,SAN VICENTE E-4
MIERCOLES,CONTADOR E-1
MIERCOLES,URB. TECHO E-8
MIERCOLES,PUERTA DE TEJA E-9
MIERCOLES,VICTORIA E-1
MIERCOLES,EL TUNAL II E-6
MIERCOLES,MARLY E-2
MIERCOLES,MURILLO TORO E-18
MIERCOLES,SAN JOSE SPRING E-11
MIERCOLES,LA TOSCANA E-11
MIERCOLES,URB. CLARET EL CARMEN E-6
MIERCOLES,BARRIO PORVENIR
MIERCOLES,LAS DELICIAS
MIERCOLES,EL TRIANGULO
MIERCOLES,LAS AMERICAS
MIERCOLES,ALTO DELICIAS
MIERCOLES,TAGANGA
MIERCOLES,MAMATOCO
MIERCOLES,URBANIZACION GALICIA
MIERCOLES,MONTOYA PAVA
MIERCOLES,OLIMPICO
MIERCOLES,ESTERO
MIERCOLES,SAN MARCOS
MIERCOLES,GAITAN
MIERCOLES,LA ESPERANZA VI ETAPA
MIERCOLES,ESTERO
MIERCOLES,CANTARRANA I
MIERCOLES,SAN ISIDRO
MIERCOLES,BARZAL ALTO
MIERCOLES,VILLA JULIA
MIERCOLES,ASBIDES
MIERCOLES,LA LAGUNA
MIERCOLES,CHAPAL
MIERCOLES,PANADERIA
MIERCOLES,CENTRO
MIERCOLES,MIJITAJO BAJO
MIERCOLES,CARLOS PIZARRO
MIERCOLES,LOS DOS PUENTES
MIERCOLES,CENTENARIO
MIERCOLES,LA UNION
MIERCOLES,BARRIO EL DESIERTO
MIERCOLES,BARRIO RAFAEL NUNHEZ
MIERCOLES,BARRIO EL LLANO
MIERCOLES,BARRIO SAN RAFAEL
MIERCOLES,BARRIO PUEBLO NUEVO
MIERCOLES,BARRIO AEROPUERTO
MIERCOLES,ALTOS DEL TAMARINDO
MIERCOLES,BARRIO PRIMERO DE MAYO
MIERCOLES,BOLIVAR
MIERCOLES,AV. CENTENARIO
MIERCOLES,HOSPITAL DE ZONA
MIERCOLES,CENTRO
MIERCOLES,SIMON BOLIVAR
MIERCOLES,SECTOR PARQUE EL LAGO
MIERCOLES,SECTOR AVENIDA CIRCUNVALAR
MIERCOLES,PRIMERO DE FEBRERO 1
MIERCOLES,COVIVA
MIERCOLES,PROVENZA
MIERCOLES,LA INDEPENDENCIA
MIERCOLES,KENNEDY
MIERCOLES,CABECERA DEL LLANO
MIERCOLES,LA CONCORDIA
MIERCOLES,SAN FRANCISCO
MIERCOLES,SAN RAFAEL
MIERCOLES,ALARCON
MIERCOLES,GARCIA ROVIRA
MIERCOLES,ANTONIA SANTOS
MIERCOLES,REGADERO NORTE
MIERCOLES,CASCO ANTIGUO
MIERCOLES,SANTA CRUZ
MIERCOLES,ARENALES I
MIERCOLES,CIUDADELA VILLAMIL
MIERCOLES,CIUDADELA VILLAMIL
MIERCOLES,LOS MANGUITOS
MIERCOLES,VILLA  MADY
MIERCOLES,SECTOR LABADERO EXITO SANFRANCISCO
MIERCOLES,VILLA  MADY
MIERCOLES,SALOMIA E4
MIERCOLES,LA GRAN COLOMBIA
MIERCOLES,CENTRO
MIERCOLES,ESTACION
MIERCOLES,ESTACION
MIERCOLES,BELEN
MIERCOLES,NUEVA CASTILLA
MIERCOLES,HIPODROMO
MIERCOLES,SANTA HELENA
MIERCOLES,DEPARTAMENTAL
MIERCOLES,TULIO VARON
MIERCOLES,BALTAZAR
MIERCOLES,LA COLINA
MIERCOLES,CENTRO
MIERCOLES,LAS AMERICAS
MIERCOLES,ZONA FRANCA
MIERCOLES,LOS CAMBULOS E19
MIERCOLES,LOS CAMBULOS E19
MIERCOLES,12 DE OCTUBRE E12
MIERCOLES,ASTURIAS E12
MIERCOLES,CIUDAD CAMPESTRE E22
MIERCOLES,SAAVEDRA GALINDO E8
MIERCOLES,ALTOS DE MENGA E2
MIERCOLES,CALIMA E4
MIERCOLES,LOS ANDES B - LA RIVERA E5
MIERCOLES,POTRERO GRANDE E21
MIERCOLES,EL REMANSO E21
MIERCOLES,EL VERGEL E13
MIERCOLES,CHAMPAGNAT E19
MIERCOLES,MELENDEZ E18
MIERCOLES,CHAPINERO E8
MIERCOLES,EL JARDIN E11
MIERCOLES,CALDAS E18
MIERCOLES,LOS CHORROS E18
MIERCOLES,LOS CHORROS E18
MIERCOLES,SAN PEDRO E3
MIERCOLES,CGTO MONTEBELLO E1
MIERCOLES,VIA CALI-LOBOGUERRERO
MIERCOLES,EL JARDIN E24
MIERCOLES,LA TRINIDAD
MIERCOLES,VERSALLES
MIERCOLES,URB. EL BOSQUE
MIERCOLES,URB. EL BOSQUE
MIERCOLES,SANTA ISABEL
MIERCOLES,VDA LOMITAS
MIERCOLES,CORREGIMIENTO SANTA RITA
MIERCOLES,SAJONIA
MIERCOLES,CGTO MULALO E25
MIERCOLES,TRINIDAD I E25
MIERCOLES,TRINIDAD I E25
JUEVES,LA CABANHA
JUEVES,LA MADERA
JUEVES,GRAN AVENIDA
JUEVES,MANCHESTER
JUEVES,VDA. PRIMAVERA
JUEVES,LA CATALINA
JUEVES,LAS VEGAS
JUEVES,ESTACION VILLA C-10
JUEVES,SANTA MARIA DE LOS ANGELES C-14
JUEVES,BOLIVARIANA C-11
JUEVES,MANILA C-14
JUEVES,BARRIO COLON C-10
JUEVES,LAURELES C-11
JUEVES,TRICENTENARIO C-5
JUEVES,LA PINHUELA  C-4
JUEVES,ESTACION VILLA C-10
JUEVES,ESTACION VILLA C-10
JUEVES,BOSTON C-10
JUEVES,MANRIQUE 1  C-4
JUEVES,PARQUE NORTE C-4
JUEVES,LA CANDELARIA C-10
JUEVES,VIA SANTA ELENA  C-9
JUEVES,LA GLORIA C-16
JUEVES,BOMBONA 1 C-10
JUEVES,BOLIVARIANA C-11
JUEVES,LA PRADERA C-13
JUEVES,LA FLORESTA C-12
JUEVES,EL DANUBIO C-12
JUEVES,LA AMERICA C-12
JUEVES,LA PALMA C-16
JUEVES,BOLIVARIANA C-11
JUEVES,CARIBE C-5
JUEVES,LA CANDELARIA C-10
JUEVES,LOS BALSOS 1 C-14
JUEVES,MANILA C-14
JUEVES,EL CARMELO
JUEVES,CORDOBA
JUEVES,ESPANHA
JUEVES,VILLA CAROLINA
JUEVES,ROMANCE
JUEVES,CEVILLAR
JUEVES,COLOMBIA
JUEVES,LAS MERCEDES
JUEVES,EL HIPODROMO
JUEVES,CRESPO
JUEVES,EL CAMPESTRE
JUEVES,EL CABRERO
JUEVES,CRESPO
JUEVES,SAN PEDRO
JUEVES,VDA. SAN ONOFRE
JUEVES,EL CARMEN
JUEVES,BARRIO SAN ANTONIO
JUEVES,BARRIO SANTA INES
JUEVES,BARRIO LOS CEDROS
JUEVES,EL RAICERO
JUEVES,EL RAICERO
JUEVES,CIRCACIA
JUEVES,LAS MALVINAS
JUEVES,PUEBLO NUEVO
JUEVES,EL CENTRO
JUEVES,OBRERO
JUEVES,CENTRO
JUEVES,MORALES DUQUE
JUEVES,CENTRO
JUEVES,7 DE AGOSTO
JUEVES,KENNEDY
JUEVES,URB.LOS MAYALES
JUEVES,AZUCAR BUENA
JUEVES,CENTRO COMERCIAL LOS MAYALES
JUEVES,EL CARMEN
JUEVES,LOS CACIQUES
JUEVES,LA NEVADA
JUEVES,CHAMBLUN
JUEVES,6 DE MARZO
JUEVES,EL CENTRO
JUEVES,LAS CRUCES E-3
JUEVES,LA CONCEPCION E-12
JUEVES,ALQUERIA LA FRAGUA E-8
JUEVES,ALAMEDA E-3
JUEVES,SAN DIEGO E-3
JUEVES,LA CAPUCHINA E-3
JUEVES,LA PRIMAVERA E-8
JUEVES,RESTREPO E-15
JUEVES,SAN FELIPE E-12
JUEVES,URB. LA COLINA CAMPESTRE I SECTOR E-11
JUEVES,VEINTE DE JULIO E-4
JUEVES,URB. VERAGUAS E-16
JUEVES,CONTADOR E-1
JUEVES,SUBA CENTRO E-11
JUEVES,LAS NIEVES E-3
JUEVES,EL VERGEL E-14
JUEVES,CHAPINERO CENTRAL E-2
JUEVES,CALATRAVA E-11
JUEVES,DANUBIO AZUL E-5
JUEVES,SOTAVENTO II SECTOR E-19
JUEVES,LA SOLEDAD E-13
JUEVES,JOSE JOAQUIN VARGAS E-12
JUEVES,URB. TIMIZA E-8
JUEVES,VILLA DEL RINCON E-11
JUEVES,URB. SANTA MARGARITA E-11
JUEVES,LOS PINARES E-11
JUEVES,PORFIA
JUEVES,RICAURTE E-14
JUEVES,CENTRO USME E-5
JUEVES,SANTA ISABEL E-14
JUEVES,URB. LA CORUNHA E-19
JUEVES,SAN BERNARDO E-3
JUEVES,COMPARTIR E-19
JUEVES,FONTIBON CENTRO E-9
JUEVES,LA CAROLINA E-1
JUEVES,GRAN AMERICA E-13
JUEVES,EL CARDAL
JUEVES,SAN FRANCISCO DE ASIS
JUEVES,LOMA FRESCA
JUEVES,LAS AMERICAS
JUEVES,SAN CARLOS
JUEVES,SAN MARTIN
JUEVES,LOS FUNDADORES
JUEVES,SANTA ANA
JUEVES,17 DE DICIEMBRE
JUEVES,CENTRO
JUEVES,ARAGUANEY
JUEVES,SAN ISIDRO
JUEVES,LA ROCHELA
JUEVES,VILLA BOLIVAR
JUEVES,MADRIGAL
JUEVES,BOSQUE
JUEVES,BARZAL ALTO
JUEVES,CENTRO
JUEVES,CENTENARIO
JUEVES,PRAGA
JUEVES,PALERMO
JUEVES,CENTRO
JUEVES,CENTRO
JUEVES,BARRIO GAITAN
JUEVES,BARRIO CONTENTO
JUEVES,BARRIO LA VICTORIA
JUEVES,BARRIO PUEBLITO ESPANHOL
JUEVES,URBANIZACION MONACO
JUEVES,BARRIO LA PALMITA
JUEVES,LA CASTILLA
JUEVES,SECTOR COLISEO DEL CAFE
JUEVES,URIBE
JUEVES,SIMON BOLIVAR
JUEVES,CENTRO
JUEVES,MILAN
JUEVES,MARACAY
JUEVES,MARACAY
JUEVES,LA PRADERA
JUEVES,BARRIO SARIE BAY
JUEVES,VIA BUCARAMANGA
JUEVES,VDA. CAMPO 14
JUEVES,COMUNEROS
JUEVES,CIUDADELA REAL DE MINAS
JUEVES,CABECERA DEL LLANO
JUEVES,URB. CIUDAD BOLIVAR
JUEVES,OLAS BAJAS
JUEVES,COMUNEROS
JUEVES,ALFONSO LOPEZ
JUEVES,GONZALEZ CHAPARRO
JUEVES,SANTA CRUZ
JUEVES,LA CASTELLANA
JUEVES,CALLE SUCRE
JUEVES,PIONEROS
JUEVES,VRDA. TAJO MEDIO
JUEVES,VRDA. SUCRE
JUEVES,AVENIDA
JUEVES,LA GAVIOTA
JUEVES,CENTRO
JUEVES,FUENTE LOS ROSALES II
JUEVES,PORTALES DEL NORTE
JUEVES,CENTRO
JUEVES,HIPODROMO
JUEVES,LA POLA
JUEVES,GAITAN PARTE BAJA
JUEVES,VIA MEDIACANOA / LA VIRGINIA
JUEVES,LILI E17
JUEVES,COLSEGUROS ANDES E10
JUEVES,PIZAMOS I E21
JUEVES,LAS ACACIAS E10
JUEVES,URB. CIUDAD JARDIN E22
JUEVES,MELENDEZ E18
JUEVES,CIUDAD CORDOBA E15
JUEVES,SAN JOAQUIN E17
JUEVES,ALFONSO LOPEZ I E7
JUEVES,CAMINO REAL - J BORRERO E19
JUEVES,URB. CIUDAD JARDIN E22
JUEVES,SAN PEDRO E3
JUEVES,UNICENTRO CALI E17
JUEVES,SANTA ROSA E3
JUEVES,ANTONIO NARINHO E16
JUEVES,CIUDADELA CONFANDI E17
JUEVES,PRADO
JUEVES,LOS CRISTALES
JUEVES,BARRIO NUEVO
JUEVES,VILLA CLAUDIA
JUEVES,SECTOR INDUSTRIAL ACOPI  (25-2)
JUEVES,SANTA TERESITA
VIERNES,ALTOS DE NIQUIA
VIERNES,SAN JOSE OBRERO
VIERNES,VIA SAN PEDRO
VIERNES,LA BRIZUELA
VIERNES,BARRIO COLON C-10
VIERNES,ESTADIO C-11
VIERNES,ESTADIO C-11
VIERNES,VDA. PEDREGAL ALTO S.C.
VIERNES,CORDOBA C-7
VIERNES,EL POBLADO C-14
VIERNES,LAS ACACIAS C-11
VIERNES,PATIO BONITO C-14
VIERNES,SAN PEDRO  C-4
VIERNES,ESTADIO C-11
VIERNES,VILLA FLORA C-7
VIERNES,LA GLORIA C-16
VIERNES,LOS BALSOS 1 C-14
VIERNES,LA CANDELARIA C-10
VIERNES,LA CANDELARIA C-10
VIERNES,SANTO DOMINGO  1 C-1
VIERNES,PRADO C-10
VIERNES,EL DIAMANTE C-7
VIERNES,ESTACION VILLA C-10
VIERNES,LA CANDELARIA C-10
VIERNES,BARRIO COLON C-10
VIERNES,CARIBE C-5
VIERNES,CALLE NUEVA C-10
VIERNES,BARRIO COLOMBIA C-14
VIERNES,EL CARMELO
VIERNES,ALDEA LA MACARENA
VIERNES,SANTA TERESA
VIERNES,LAS DELICIAS
VIERNES,CIUDADELA 20 DE JULIO
VIERNES,SAN ISIDRO
VIERNES,CIUDADELA 20 DE JULIO
VIERNES,LA ARBOLEDA
VIERNES,VILLA ADELA I
VIERNES,ALTOS DE LOS ROBLES VIP
VIERNES,BOCAGRANDE
VIERNES,REP. DEL LIBANO
VIERNES,SECTOR SAN MARTIN
VIERNES,BARRIO RICAUTE
VIERNES,SITIO PENITENCIARIA EL BARNE
VIERNES,SAN JOSE
VIERNES,BARRIO LA GRANJA
VIERNES,BARRIO LA GRANJA
VIERNES,BARRIO SAN IGNACIO
VIERNES,VILLA CARMENZA
VIERNES,VILLA CARMENZA
VIERNES,CAMPO AMOR
VIERNES,BARRIO LLERAS
VIERNES,EL PRADO
VIERNES,CENTRO
VIERNES,FATIMA
VIERNES,BOLIVAR
VIERNES,EL PORVENIR
VIERNES,SAN MARTIN
VIERNES,ALFONSO LOPEZ
VIERNES,SAN MARTIN
VIERNES,URB. ALTAGRACIA
VIERNES,PARQUE LA VALLENATA
VIERNES,EL RECREO
VIERNES,CANTACLARO
VIERNES,COLON
VIERNES,LA SAMARIA
VIERNES,LA IGUALDAD E-8
VIERNES,TEUSAQUILLO E-13
VIERNES,JOSE JOAQUIN VARGAS E-12
VIERNES,LAS CRUCES E-3
VIERNES,RICAURTE E-14
VIERNES,QUIROGA IHS ETAPA E-18
VIERNES,RESTREPO E-15
VIERNES,MODELIA E-9
VIERNES,BOSA E-7
VIERNES,EL PINO E-11
VIERNES,LAS AGUAS E-3
VIERNES,CENTRO USME E-5
VIERNES,ESTRELLA DEL NORTE E-1
VIERNES,SAN MARTIN E-7
VIERNES,URB. LOS MOLINOS E-1
VIERNES,LOS HAYUELOS E-9
VIERNES,MONTEVIDEO E-9
VIERNES,GORGONZOLA E-16
VIERNES,PORTAL DE SAN CARLOS E-18
VIERNES,LAS NIEVES E-3
VIERNES,GALERIAS E-13
VIERNES,LA URIBE E-1
VIERNES,LAS AGUAS E-17
VIERNES,LA AMISTAD BOSA E-7
VIERNES,URB. SAN DIEGO E-3
VIERNES,SANTA MONICA E-12
VIERNES,LAS MARGARITAS E-8
VIERNES,JACQUELINE E-8
VIERNES,EL TINTAL E-8
VIERNES,EL PESEBRE E-18
VIERNES,ONEIDA  E-8
VIERNES,SAN DIEGO E-3
VIERNES,SAN ANTONIO E-15
VIERNES,QUIROGA IHS ETAPA E-18
VIERNES,CENTRO
VIERNES,TRAMO DE VIA
VIERNES,COOPERATIVO
VIERNES,CUARTO CENTENARIO
VIERNES,JOSE EUSTACIO RIVERA
VIERNES,CENTRO
VIERNES,PARAISO
VIERNES,LA PLAYA
VIERNES,HENEQUEN
VIERNES,URBANIZACION ANDREA CAROLINA
VIERNES,LAS AMERICAS
VIERNES,SILVIA ROSA
VIERNES,URBANIZACION CIUDAD DEL SOL
VIERNES,SANTA ANA
VIERNES,LIBERTADOR
VIERNES,SAN FRANCISCO
VIERNES,JARDIN
VIERNES,GAITAN
VIERNES,VILLA JULIA
VIERNES,VILLA JULIA
VIERNES,VILLA JULIA
VIERNES,LA ESPERANZA
VIERNES,CENTRO
VIERNES,LOS CEREZOS
VIERNES,CAUDAL ORIENTAL
VIERNES,CAUDAL ORIENTAL
VIERNES,VILLA JULIA
VIERNES,VILLA JULIA
VIERNES,SAN BENITO
VIERNES,ROSA BLANCA
VIERNES,BARZAL BAJO
VIERNES,LA ESCALA
VIERNES,MARIDIAZ
VIERNES,TEQUENDAMA
VIERNES,MIJITAYO ALTO
VIERNES,CENTRO
VIERNES,AVENIDA BOYACA
VIERNES,CENTRO
VIERNES,PALERMO
VIERNES,SAN FELIPE
VIERNES,VEREDA BOTANILLA
VIERNES,BARRIO SAN EDUARDO
VIERNES,BARRIO BOGOTA
VIERNES,BARRIO BOGOTA
VIERNES,BARRIO BOGOTA
VIERNES,BARRIO BOGOTA
VIERNES,BARRIO BOGOTA
VIERNES,BARRIO ALFONSO LOPEZ
VIERNES,URBANIZACION CENTRAL
VIERNES,BARRIO EL PARAMO
VIERNES,VDA. PUEBLO VIEJO
VIERNES,MONTEVIDEO
VIERNES,VDA.CAIMO
VIERNES,VDA.CAIMO
VIERNES,LA CLARITA
VIERNES,LAS AMERICAS
VIERNES,LA ESTACION
VIERNES,EL JAPON
VIERNES,MONSERRATE
VIERNES,SECTOR PARQUE EL LAGO
VIERNES,EL CENTRO
VIERNES,ANTONIA SANTOS
VIERNES,GAITAN
VIERNES,SAN FRANCISCO
VIERNES,SOTOMAYOR
VIERNES,LOS ANGELES
VIERNES,RUITOQUE BAJO
VIERNES,CANHAVERAL
VIERNES,LAGOS II
VIERNES,BAHONDO
VIERNES,SAN RAFAEL P/TA
VIERNES,NUEVA COLOMBIA
VIERNES,VILLA CONCHA
VIERNES,SAN MIGUEL
VIERNES,LAS DELICIAS
VIERNES,RAFAEL NUNHEZ
VIERNES,BOGOTA
VIERNES,SIERRA FLOR
VIERNES,LA MARIA
VIERNES,VILLA  MADY
VIERNES,SAN ANTONIO
VIERNES,VILLA CATALINA
VIERNES,EL POBLADO
VIERNES,JORDAN VI ETAPA
VIERNES,SIMON BOLIVAR
VIERNES,SIMON BOLIVAR
VIERNES,INTERLAKEN
VIERNES,LOS MARTIRES
VIERNES,CENTRO
VIERNES,SAN NICOLAS E3
VIERNES,ALFONSO B. ARAGON E14
VIERNES,SAN PEDRO E3
VIERNES,EVARISTO GARCIA E4
VIERNES,LOS CAMBULOS E19
VIERNES,CIUDADELA FLORALIA E6
VIERNES,CIUDADELA FLORALIA E6
VIERNES,SAN PEDRO E3
VIERNES,LA HACIENDA E17
VIERNES,OBRERO E9
VIERNES,CAMINO REAL - J BORRERO E19
VIERNES,EL CALVARIO E3
VIERNES,NUEVA TEQUENDAMA E19
VIERNES,ALFONSO B. ARAGON E14
VIERNES,EL GRAN LIMONAR E17
VIERNES,BELLAVISTA E19
VIERNES,SAN ANTONIO E3
VIERNES,U.R. SANTIAGO DE CALI E19
VIERNES,URB. MILITAR E19
VIERNES,DIAMANTE E13
VIERNES,SUCRE E9
VIERNES,PAMPA LINDA E19
VIERNES,VALLE GRANDE E21
VIERNES,SAN NICOLAS E3
VIERNES,SAN LUIS E6
VIERNES,EL CALVARIO E3
VIERNES,POTRERO GRANDE E21
VIERNES,CIUDAD 2000 E16
VIERNES,LIBERTAD
VIERNES,PRIMERO DE MAYO E24
VIERNES,HACIENDA BUENOS AIRES
VIERNES,POPULAR MODELO
VIERNES,EL CENTRO
SABADO,SAN JOSE (LETICIA)
SABADO,SANTA MONICA
SABADO,PRADO
SABADO,ESPIRITU SANTO
SABADO,LA MADERA
SABADO,VDA. SAN FELIX
SABADO,PANAMERICANO
SABADO,MANCHESTER
SABADO,VIA PRINCIPAL (TRONCAL)
SABADO,LA PEDRERA
SABADO,LAS VEGAS
SABADO,SANTA MARIA # 3
SABADO,SANTA ANA
SABADO,EL SALVADOR  C-9
SABADO,ESTACION VILLA C-10
SABADO,BELEN C-16
SABADO,BOSTON C-10
SABADO,NUEVA VILLA DE ABURRA C-16
SABADO,LA CASTELLANA C-11
SABADO,LA CANDELARIA C-10
SABADO,LA CANDELARIA C-10
SABADO,BARRIO COLOMBIA C-14
SABADO,BELEN C-16
SABADO,LA CANDELARIA C-10
SABADO,SANTA CRUZ  C-2
SABADO,CUARTA BRIGADA C-11
SABADO,ESTACION VILLA C-10
SABADO,LA CANDELARIA C-10
SABADO,CALLE NUEVA C-10
SABADO,LOS BALSOS 1 C-14
SABADO,SAN ANTONIO C-8
SABADO,GUAYABAL C-15
SABADO,LA CANDELARIA C-10
SABADO,SANTO DOMINGO  2 C-1
SABADO,EL POBLADO C-14
SABADO,GIRARDOT C-5
SABADO,LA CANDELARIA C-10
SABADO,SECTOR SAN ANTONIO
SABADO,CORDIALIDAD
SABADO,CENTRO
SABADO,SAN JUAN BOSCO
SABADO,EL CENTRO
SABADO,SECTOR EL CENTRO
SABADO,BARRIO REMPUJO
SABADO,CENTRO
SABADO,VDA. CENTRO
SABADO,BARRIO LIBERTADOR
SABADO,BENGALA
SABADO,CENTRO
SABADO,VILLA CARMENZA
SABADO,CENTRO
SABADO,CENTRO
SABADO,LAS MALVINAS
SABADO,LA NIATA
SABADO,LA FLORESTA
SABADO,LA ELISA
SABADO,LA ELISA
SABADO,SANTA ELENA
SABADO,LA SOMBRILLA
SABADO,JOSE MARIA OBANDO
SABADO,SAN JOSE
SABADO,EL RECUERDO
SABADO,ALMENDROS
SABADO,FUNDADORES
SABADO,FUNDADORES
SABADO,NOVALITO
SABADO,NOVALITO
SABADO,7 DE AGOSTO
SABADO,CARACOLI
SABADO,CARACOLI
SABADO,EL CENTRO
SABADO,URB. BELMIRA E-1
SABADO,LAS MARGARITAS E-8
SABADO,URB. GUACAMAYAS E-4
SABADO,PATIO BONITO I E-8
SABADO,RICAURTE E-14
SABADO,MARLY E-2
SABADO,RICAURTE E-14
SABADO,RICAURTE E-14
SABADO,RICAURTE E-14
SABADO,MANDALAY I ETAPA E-8
SABADO,POLO CLUB E-12
SABADO,GORGONZOLA E-16
SABADO,JULIO FLOREZ E-11
SABADO,VILLA ROSITA E-4
SABADO,EL RETIRO E-2
SABADO,SAN DIEGO E-3
SABADO,CARVAJAL E-8
SABADO,SAN PABLO E-7
SABADO,LA FAVORITA E-14
SABADO,EL NOGAL E-2
SABADO,MARANDU E-19
SABADO,URB. CLARET EL CARMEN E-6
SABADO,BACHUE E-10
SABADO,VEINTE DE JULIO E-4
SABADO,SAN MARTIN E-12
SABADO,COLOMBIA E-12
SABADO,CONJUNTO RESIDENCIAL LA PRADERA E-1
SABADO,CONJUNTO RESIDENCIAL LA PRADERA E-1
SABADO,MANDALAY I ETAPA E-8
SABADO,EL RESTREPO E-15
SABADO,CARVAJAL E-8
SABADO,VENECIA E-6
SABADO,VILLA JAVIER E-4
SABADO,RICAURTE E-14
SABADO,LOS CEDRITOS E-1
SABADO,NORMANDIA E-10
SABADO,LA ESTANCIA E-19
SABADO,MARIA PAZ E-8
SABADO,LA CAROLINA SUBA E-11
SABADO,SANTA LIBRADA E-5
SABADO,LA ESTRADA E-10
SABADO,ALTOS DE LA GLORIA E-4
SABADO,SAN BERNARDO E-3
SABADO,SAN VICENTE FERRER E-6
SABADO,URB. SANTA RITA I SECTOR E-16
SABADO,SAN MIGUEL
SABADO,KENEDDY
SABADO,SAN JUDAS
SABADO,BARRIO MODELO
