FECHA,BARRIO
ENERO,VILLA LUZ E-10
ENERO,COLOMBIA E-12
ENERO,URB. BABILONIA E-1
ENERO,QUINTA PAREDES E-13
ENERO,RESURRECCION E-18
ENERO,SAN MARTIN DE LOBA
ENERO,URB. LA MANO DE DIOS
ENERO,CALIXTO LEYVA
ENERO,LA FLORESTA
ENERO,SUCRE
ENERO,JARDIN
ENERO,ALCAZARES
ENERO,JARDIN
ENERO,REPOSO
ENERO,COREA
ENERO,SANTA CRUZ
ENERO,SANTA CRUZ
ENERO,URBANIZACION CONCEPCION NO. 1-2-3-4-5
ENERO,CENTRO HISTORICO
ENERO,7 DE AGOSTO
ENERO,DOS MIL
ENERO,LAS CAMELIAS
ENERO,SANTANDER
ENERO,FLORENCIA
ENERO,JOSE ANTONIO GALAN
ENERO,CENTENARIO
ENERO,VDA SAUCE
ENERO,VDA SAUCE
ENERO,BELEN
ENERO,VILLAFLOR II
ENERO,MADRIGAL
ENERO,CAICEDO
ENERO,SAN FERNANDO
ENERO,SAN FERNANDO
ENERO,SAN FERNANDO
ENERO,BARRIO COLSAG
ENERO,BARRIO DOCE DE OCTUBRE
ENERO,CENTRO
ENERO,EL BERLIN
ENERO,LA GRECIA
ENERO,CENTRO
ENERO,CENTRO
ENERO,VDA.RIO VERDE
ENERO,SAN JORGE
ENERO,MARAYA
ENERO,SECTOR PLAZA DE BOLIVAR
ENERO,CENTRO (B) PEREIRA
ENERO,HACIENDA CUBA
ENERO,CINCUENTENARIO
ENERO,TRANSICION V
ENERO,TRANSICION V
ENERO,EL PRADO
ENERO,CENTRO
ENERO,LA AURORA
ENERO,VDA. LA JUDIA
ENERO,VDA. LA JUDIA
ENERO,VDA. LA JUDIA
ENERO,SAN CRISTOBAL P/TA
ENERO,PLAZA MAJAGUAL
ENERO,CENTRO
ENERO,RICAURTE PARTE ALTA
ENERO,JORDAN IX ETAPA
ENERO,EL PRADO
ENERO,SIMON BOLIVAR
ENERO,CLARET
ENERO,VARIANTE (ZONA NORTE)
ENERO,SANTA BARBARA
ENERO,VERSALLES
ENERO,COLINAS DE MARANTA
ENERO,MELENDEZ E18
ENERO,OBRERO E9
ENERO,SAN ANTONIO E3
ENERO,LA HACIENDA E17
ENERO,EL GUABAL E10
ENERO,JUNIN E9
ENERO,BELEN E20
ENERO,PASEO DE LOS ALMENDROS E5
ENERO,AGUACATAL E1
ENERO,VDA. EL VERGEL
ENERO,VIA CALIMA-BUGA
ENERO,VIA CALIMA-BUGA
ENERO,SANTA BARBARA
ENERO,QUINTAS DE LA ITALIA
ENERO,CUERVO ARAOZ
ENERO,ZONA CENTRO
ENERO,PANAMERICANO
ENERO,SAN JOSE OBRERO
ENERO,LA FLORIDA
ENERO,VDA. LA CLARA
ENERO,LA CLAVELLINA
ENERO,VDA. LA MATA
ENERO,SANTA MARIA # 3
ENERO,HOYO DE TIERRA
ENERO,LA MADERA
ENERO,CALAZANS C-12
ENERO,LAS VIOLETAS C-16
ENERO,LIMONAR 1  S.A.P.
ENERO,BUENOS AIRES  C-9
ENERO,PALENQUE 1 C-7
ENERO,BARRIO CAYCEDO C-9
ENERO,CALLE NUEVA C-10
ENERO,CALLE NUEVA C-10
ENERO,CARLOS E. RESTREPO C-11
ENERO,FLORIDA NUEVA C-11
ENERO,LA SALLE  C-3
ENERO,CAMPO AMOR C-15
ENERO,LA AGUACATALA C-14
ENERO,BARRIO COLOMBIA C-14
ENERO,LA CANDELARIA C-10
ENERO,CUATRO ESQUINAS
ENERO,PROVIDENCIA
ENERO,PROVIDENCIA
ENERO,SAN FELIPE
ENERO,EL RECREO
ENERO,CARRIZAL
ENERO,LA CANDELARIA I
ENERO,LOS ALMENDROS
ENERO,CENTRO
ENERO,LOS CARACOLES
ENERO,BOSTON
ENERO,PALOGRANDE
ENERO,AVENIDA GAITAN
ENERO,LOS ALMENDROS
ENERO,VARIANTE NORTE LAS PINERAS
ENERO,EL PAJONAL
ENERO,ALFONSO LOPEZ
ENERO,VILLA PAULA
ENERO,CENTRO
ENERO,SAN JOSE
ENERO,SINDICAL II ETAPA
ENERO,LA CEIBA
ENERO,MORALES DUQUE
ENERO,LA NEVADA
ENERO,LA MANUELITA
ENERO,SANTA RITA
ENERO,KENNEDY
ENERO,EL CARMEN
ENERO,LAS DELICIAS
ENERO,LA CANDELARIA
ENERO,COLON
ENERO,COLON
ENERO,EL TRIUNFO
ENERO,GRANADA
ENERO,EL PRADO
ENERO,ESTADOS UNIDOS   E-8
ENERO,SAN ANTONIO NORTE E-1
ENERO,CENTRO E-3
ENERO,LOS HAYUELOS E-9
ENERO,BILBAO E-11
ENERO,LAS FERIAS E-10
ENERO,GARCES NAVAS E-10
ENERO,PRADO VERANIEGO E-11
ENERO,BOSQUE POPULAR E-10
ENERO,PINARES E-4
ENERO,CAPELLANIA E-9
ENERO,LA CALLEJA E-1
ENERO,OLARTE E-7
ENERO,MARIA PAZ E-8
ENERO,URB. LA COLINA CAMPESTRE I SECTOR E-11
ENERO,BOSA CENTRO E-7
ENERO,CHAPINERO ALTO E-2
ENERO,PRADO CENTRAL E-11
ENERO,SERAFINA E-4
ENERO,TUNALITO E-6
ENERO,CHAPINERO ALTO E-2
ENERO,GUACAMAYAS I-II E-4
ENERO,ALFONSO LOPEZ E-13
ENERO,CARVAJAL E-8
ENERO,SAN AGUSTIN II SECTOR E-18
ENERO,URB. CATALINA E-8
ENERO,SANTAFE III SECTOR E-7
ENERO,SAN BERNARDO E-3
ENERO,QUIROGA IHS ETAPA E-18
ENERO,GUACAMAYAS I-II E-4
ENERO,CENTRO
ENERO,CENTRO
ENERO,SAN MATEO
ENERO,LOMA LINDA
ENERO,CENDALES
ENERO,TRAMO DE VIA CUATROVIAS - MAICAO
ENERO,CENTRO
ENERO,SAN MARTIN DE PORRES
ENERO,SANTA INES
ENERO,SAN CARLOS
ENERO,CENTRO
ENERO,IROTAMA
ENERO,SANTA ANA
ENERO,SANTA ANA
ENERO,LUCHA (19 DE ABRIL)
ENERO,URBANIZACION CONCEPCION NO. 1-2-3-4-5
ENERO,CISNE
ENERO,MONTOYA PAVA
ENERO,PORTALES DEL LLANO
ENERO,PORTALES DEL LLANO
ENERO,ANTONIO PINILLA
ENERO,MANANTIAL
ENERO,ANTONIO V/CIO
ENERO,LA SERRANIA
ENERO,BARZAL BAJO
ENERO,FIKUS
ENERO,CENTRO
ENERO,SAN CARLOS
ENERO,VEGA
ENERO,SAN VICENTE
ENERO,LA LAGUNA
ENERO,BENJAMIN HERRERA
ENERO,VILLA CAMPANELA
ENERO,EL ROSARIO
ENERO,CAPUSIGRA
ENERO,SANTA MONICA
ENERO,AGUALONGO
ENERO,BARRIO BOSQUES DE PAMPLONITA
ENERO,BARRIO SAN MIGUEL
ENERO,BARRIO LOMA DE BOLIVAR
ENERO,BARRIO SANTA CLARA
ENERO,BARRIO EL HUMILLADERO
ENERO,CENTRO
ENERO,CENTRO
ENERO,GRANADA
ENERO,GRANADA
ENERO,LLANITOS DE GUARARA
ENERO,SECTOR CENTRO
ENERO,TORRES DE SAN MATEO
ENERO,PUEBLO NUEVO
ENERO,ALTO DE LOS ANGELES
ENERO,RICAURTE
ENERO,LA CONCORDIA
ENERO,URB. MANZANARES
ENERO,PROVENZA
ENERO,BUCARICA
ENERO,POBLADO
ENERO,EL PESEBRE
ENERO,HOYO CHIQUITO
ENERO,VRDA  EL LIMON
ENERO,CARTAGENA DE INDIAS
ENERO,CARTAGENA DE INDIAS
ENERO,SAN JUAN
ENERO,COLINA
ENERO,OLAYA HERRERA
ENERO,PIONEROS
ENERO,VENECIA
ENERO,URB. IPANEMA
ENERO,FLORENCIA
ENERO,PRADO I
ENERO,CENTRO
ENERO,MORAVIA  C-4
ENERO,RINCON DE PIEDRAPINTADA
ENERO,RICAURTE PARTE ALTA
ENERO,ESTACION
ENERO,SIMON BOLIVAR
ENERO,JORDAN VII ETAPA
ENERO,LOS MARTIRES
ENERO,LA FLORIDA
ENERO,CENTRO
ENERO,SANTA LUCIA
ENERO,EL CRISTAL
ENERO,ZONA FRANCA
ENERO,JOSE ANTONIO GALAN
ENERO,CIUDAD CAPRI E17
ENERO,SAN FERNANDO VIEJO E19
ENERO,MAYAPAN - LAS VEGAS E17
ENERO,CIUDADELA FLORALIA E6
ENERO,LOS CONQUISTADORES E11
ENERO,URB. COLSEGUROS E19
ENERO,NUEVA FLORESTA E12
ENERO,NUEVA FLORESTA E12
ENERO,NUEVA FLORESTA E12
ENERO,SAN PEDRO E3
ENERO,DIAMANTE E13
ENERO,CANHAVERALES - LOS SAMANES E17
ENERO,ARBOLEDAS E2
ENERO,VALLE GRANDE E21
ENERO,SAN NICOLAS E3
ENERO,PRIMERO DE MAYO E17
ENERO,SAN PASCUAL E3
ENERO,LA HACIENDA E17
ENERO,VERSALLES E2
ENERO,EL VERGEL E13
ENERO,PRADOS DEL SUR E18
ENERO,MELENDEZ E18
ENERO,FLORA INDUSTRIAL E4
ENERO,SAN ANTONIO E3
ENERO,SAN ANTONIO E3
ENERO,LA FLORA E2
ENERO,SANTA MONICA RESIDENCIAL E2
ENERO,SANTA MONICA RESIDENCIAL E2
ENERO,CENTRAL (23-S-2-1)
ENERO,CENTRO
ENERO,LOS MANGOS
ENERO,PORTALES DEL RECREO
ENERO,PORTALES DEL RECREO
ENERO,ALAMEDA
ENERO,EL PRADO
ENERO,CGTO MULALO E25
ENERO,EL DUCANO
ENERO,VILLA DE LA MODELO
ENERO,VILLAGRANDE
ENERO,EL PORTAL
ENERO,MESA
ENERO,SIMON BOLIVAR
ENERO,SANTA MARIA DE LOS ANGELES C-14
ENERO,PRADO C-10
ENERO,LA CANDELARIA C-10
ENERO,BOSTON C-10
ENERO,BARRIO COLOMBIA C-14
ENERO,SANTA FE C-15
ENERO,JUAN XXIII - LA QUIEBRA C-13
ENERO,LA CANDELARIA C-10
ENERO,LA CANDELARIA C-10
ENERO,EL POBLADO C-14
ENERO,GIRARDOT C-5
ENERO,LA COLINA C-15
ENERO,LA CANDELARIA C-10
ENERO,LA CANDELARIA C-10
ENERO,HECTOR ABAD GOMEZ C-5
ENERO,TEJELO C-5
ENERO,CALLE NUEVA C-10
ENERO,SAN JAVIER 1 C-13
ENERO,SECTOR LA POLA
ENERO,BALCONES
ENERO,EL PARAISO
ENERO,LAS ESTRELLAS
ENERO,LOS ANDES
ENERO,CHIQUINQUIRA
ENERO,LOS NOGALES
ENERO,MONTECARLO
ENERO,VEREDA EL CARMEN
ENERO,LOS ALMENDROS
ENERO,COSTA HERMOSA
ENERO,POLICARPA
ENERO,EL RECREO
ENERO,BARRIO POPULAR
ENERO,LOS ROSALES
ENERO,BARRIO MALDONADO
ENERO,BARRIO CENTRO
ENERO,CIUDADELA HABITACIONAL SIGLO XXI
ENERO,BRISAS DEL HACHA
ENERO,COLOMBIA I ETAPA
ENERO,LA ESMERALDA
ENERO,MORINDA
ENERO,MORINDA
ENERO,MORINDA
ENERO,CENTRO
ENERO,OLAYA HERRERA
ENERO,LA POPA
ENERO,LA POPA
ENERO,CASIMIRO MASTRE
ENERO,LA GRANJA
ENERO,LOS CACIQUES
ENERO,URBINA
ENERO,6 DE MARZO
ENERO,BANDERAS E-8
ENERO,TURINGA SUBA E-11
ENERO,ENTRERIOS E-12
ENERO,AZUCENA SECTOR EL TRIANGULO E-7
ENERO,URB. PASTRANA E-8
ENERO,BRITALIA E-11
ENERO,URB. CASA LINDA E-19
ENERO,NUEVA GRANADA E-2
ENERO,PATIO BONITO I E-8
ENERO,MURILLO TORO E-18
ENERO,LAS AMERICAS E-8
ENERO,RESTREPO E-15
ENERO,LAS DELICIAS   E-8
ENERO,VEINTE DE JULIO E-4
ENERO,BANDERAS E-8
ENERO,SAN LUIS E-13
ENERO,EL CENTENARIO E-18
ENERO,DIANA TURBAY E-18
ENERO,LLANO GRANDE E-8
ENERO,FLANDES E-9
ENERO,VILLA MAYOR E-15
ENERO,LA SOLEDAD E-13
ENERO,CHAPINERO CENTRAL E-2
ENERO,CIUDAD KENNEDY CENTRAL E-8
ENERO,EL TRIUNFO E-8
ENERO,EL TUNAL II E-6
ENERO,PERDOMO E-19
ENERO,LA PORCIUNCULA E-2
ENERO,MONTEVIDEO E-9
ENERO,LAS CRUCES E-3
ENERO,PRADO VERANIEGO E-11
ENERO,CLASS E-8
ENERO,GORGONZOLA E-16
ENERO,LOMBARDIA II E-11
ENERO,SAN MARTIN E-3
ENERO,GRANADA E-2
ENERO,TUNALITO E-6
ENERO,VER.ROZO
ENERO,CIUDAD VERDE
ENERO,CENTRO
ENERO,ALGARRA
ENERO,CENTRO
ENERO,ABAJO
ENERO,ARRIBA
ENERO,SAN FRANCISCO
ENERO,VILLA BEATRIZ
ENERO,OROZUS
ENERO,PANAMA
ENERO,LA ORQUIDEA
ENERO,EL PENHON
ENERO,VILLA URBE
ENERO,TIMANCO
ENERO,LAS GRANJAS
ENERO,LAS FERIAS
ENERO,ALCAZARES
ENERO,PARQUE
ENERO,CENTRO
ENERO,MANZANARES
ENERO,COREA
ENERO,GAIRA TRADICIONAL
ENERO,EL TERRIRORIAL
ENERO,OLIVO
ENERO,COOPERATIVO
ENERO,COMUNEROS
ENERO,VEREDA VANGUARDIA
ENERO,NUEVO HORIZONTE
ENERO,CENTRO
ENERO,VILLA LORENA
ENERO,ANTONIO PINILLA
ENERO,DOS MIL
ENERO,SANTA FE
ENERO,SANTA FE
ENERO,SAN FERNANDO
ENERO,ESTADIO LIBERTAD
ENERO,ALAMEDA I
ENERO,CARACHA
ENERO,NIZA I
ENERO,CENTRO
ENERO,FATIMA
ENERO,MIRAFLORES I
ENERO,CENTRO
ENERO,VILLAFLOR II
ENERO,URBANIZACION METROPOLIS
ENERO,BARRIO SAN MIGUEL
ENERO,BARRIO CENTRO
ENERO,BARRIO GUAIMARAL
ENERO,EL CENTRO
ENERO,PARQUE CONSTITUCION
ENERO,ACACIAS
ENERO,SECTOR PLANES DEL INGENIO
ENERO,SANTA MONICA
ENERO,SAN JORGE
ENERO,ALAMOS
ENERO,SECTOR CENTRO COMERCIAL LA 14
ENERO,SECTOR PUENTES DE LA 9A CON 12
ENERO,B. COLOMBIA I
ENERO,BARRIO SARIE BAY
ENERO,VDA. CAMPO 5
ENERO,PROVENZA
ENERO,MUTIS
ENERO,MUTIS
ENERO,BOLIVAR
ENERO,RICAURTE
ENERO,EL PRADO
ENERO,LA AURORA
ENERO,ZAPAMANGA I
ENERO,URB. VILLA MARCELA
ENERO,CGTO CHOCHO
ENERO,URB. IPANEMA
ENERO,MAGDALENA
ENERO,CADIZ
ENERO,MIRAMAR
ENERO,TOPACIO
ENERO,LAS MARGARITAS
ENERO,VARIANTE (ZONA NORTE)
ENERO,JORDAN IX ETAPA
ENERO,PUEBLO NUEVO
ENERO,AMBALA
ENERO,CENTRO
ENERO,EL RETIRO E15
ENERO,CIUDADELA CONFANDI E17
ENERO,EL PRADO E11
ENERO,SAN VICENTE E2
ENERO,SAN FERNANDO VIEJO E19
ENERO,OBRERO E9
ENERO,REPUBLICA ISRAEL E16
ENERO,CIUDADELA CONFANDI E17
ENERO,LA LIBERTAD E10
ENERO,CIUDADELA CONFANDI E17
ENERO,URB. CIUDAD JARDIN E22
ENERO,MARROQUIN I E14
ENERO,LA BASE E8
ENERO,CHAMPAGNAT E19
ENERO,LLANO VERDE E15
ENERO,PRADOS DEL NORTE E2
ENERO,LOS ROBLES E13
ENERO,3 DE JULIO E19
ENERO,EL LIDO E19
ENERO,MORICHAL DE COMFANDI E15
ENERO,LOS LIDERES E21
ENERO,DOCE DE OCTUBRE
ENERO,EL PRINCIPE
ENERO,PRADO
ENERO,PANAMERICANO
ENERO,LA CABANHA
ENERO,SIMON BOLIVAR
ENERO,EL PORTAL
ENERO,PONTEVEDRA
ENERO,LA MAGNOLIA
ENERO,VILLAGRANDE
ENERO,CENTRO
ENERO,SANTA MARIA # 1
ENERO,LAURELES C-11
ENERO,SAN BENITO C-10
ENERO,LAURELES C-11
ENERO,CARLOS E. RESTREPO C-11
ENERO,BUENOS AIRES  C-9
ENERO,GUAYABAL C-15
ENERO,LA CANDELARIA C-10
ENERO,LA AGUACATALA C-14
ENERO,CRISTO REY C-15
ENERO,FATIMA C-16
ENERO,LA CANDELARIA C-10
ENERO,SEVILLA  C-4
ENERO,LA FRANCIA  C-2
ENERO,LAURELES C-11
ENERO,SAN BENITO C-10
ENERO,SURAMERICANA C-11
ENERO,SAN BENITO C-10
ENERO,ESTACION VILLA C-10
ENERO,ZONA CENTRO
ENERO,MANUEL RESTREPO
ENERO,7 DE AGOSTO
ENERO,20 DE JULIO
ENERO,BUENA ESPERANZA
ENERO,LA SIERRITA
ENERO,CIUDADELA 20 DE JULIO
ENERO,CENTRO
ENERO,EL MANGUITO
ENERO,EL CONCORDE
ENERO,BOCAGRANDE
ENERO,CENTRO
ENERO,BARRIO LAS DELICIAS
ENERO,CENTRO
ENERO,BARRIO EL CAMPIN
ENERO,CIUDADELA HABITACIONAL SIGLO XXI
ENERO,TACARIMENA BAJA
ENERO,MATAMOROS
ENERO,ALFONSO LOPEZ
ENERO,CENTRO
ENERO,CENTRO
ENERO,LA PRIMAVERA
ENERO,LA DIVINA PASTORA
ENERO,RURAL
ENERO,12 DE OCTUBRE
ENERO,12 DE OCTUBRE
ENERO,SAN MARTIN
ENERO,DANGON
ENERO,LOS CORTIJOS
ENERO,ARIZONA
ENERO,MONSERRATE
ENERO,EL LAGUITO
ENERO,NUEVA ESPERANZA
ENERO,JUAN XVIII
ENERO,SAN CRISTOBAL
ENERO,LAS AMERICAS
ENERO,CGTO CABULLA
ENERO,URB. LA CORUNHA E-19
ENERO,URB. TOBERIN E-1
ENERO,LA CAPUCHINA E-3
ENERO,ESTADOS UNIDOS   E-8
ENERO,AEROPUERTO EL DORADO
ENERO,CAPELLANIA E-9
ENERO,PRADO VERANIEGO E-11
ENERO,PATIO BONITO I E-8
ENERO,URB. CARIMAGUA I SECTOR E-8
ENERO,CASTILLA REAL     E-8
ENERO,ASOVIVIR E-7
ENERO,POLICARPA SALAVARRIETA E-15
ENERO,URB. INDUSTRIAL PENSILVANIA E-16
ENERO,BERLIN SUBA E-11
ENERO,ALCAZARES E-12
ENERO,URB. SANTANDER E-15
ENERO,BOSQUES DEL PORTAL E-11
ENERO,VILLA XIMENA E-6
ENERO,CIUDAD JARDIN SUR E-15
ENERO,BOSA CENTRO E-7
ENERO,BACHUE E-10
ENERO,BOSQUE POPULAR E-10
ENERO,MARLY E-2
ENERO,EL SALITRE E-13
ENERO,CIUDAD JARDIN SUR E-15
ENERO,PORTAL DEL RINCON E-18
ENERO,HIPOTECHO OCCIDENTAL E-8
ENERO,LAS AGUAS E-17
ENERO,LOMBARDIA II E-11
ENERO,EL CORTIJO E-10
ENERO,LA INDEPENDENCIA E-7
ENERO,PROTECHO BOGOTA II ETAPA I E-19
ENERO,CENTRO
ENERO,LA FAVORITA E-14
ENERO,BERLIN
ENERO,VILLA NUEVA
ENERO,LA DESPENSA
ENERO,SAN MATEO
ENERO,EL ALTICO
ENERO,CENTRO
ENERO,ALTICO
ENERO,EL CORTIJO
ENERO,LA TOMA
ENERO,MANSIONES DEL NORTE
ENERO,LA GAITANA
ENERO,ZONA INDUSTRIAL
ENERO,TIMANCO
ENERO,LAS DELICIAS
ENERO,LA PRADERA
ENERO,26 DE JULIO
ENERO,LA MANGA
ENERO,GAIRA TRADICIONAL
ENERO,TAGANGA
ENERO,7 DE AGOSTO
ENERO,CENTRO
ENERO,LA ROCHELA
ENERO,PORVENIR
ENERO,SANTA FE
ENERO,JORDAN
ENERO,VENECIA
ENERO,SAN ALBANO
ENERO,PARQUE INFANTIL
ENERO,LAS LAJAS
ENERO,ANGANOY
ENERO,AVENIDA COLOMBIA NORMANDIA
ENERO,SANTA FE
ENERO,MERCEDARIO
ENERO,SAN JUAN DE DIOS
ENERO,LAS ACASIAS
ENERO,EL CARMEN
ENERO,BARRIO SAN RAFAEL
ENERO,BARRIO EL LLANO ECHAVEZ
ENERO,CENTRO
ENERO,LA CABANHA
ENERO,SECTOR CAM
ENERO,SECTOR CAM
ENERO,CENTRO
ENERO,EL CAM
ENERO,LA SOLEDAD
ENERO,LA SOLEDAD
ENERO,BOMBAY
ENERO,SECTOR PUENTES DE LA 9A CON 12
ENERO,SECTOR CENTRO COMERCIAL LA 14
ENERO,SECTOR CENTRO COMERCIAL LA 14
ENERO,B. BETANIA I
ENERO,B. SAN VICENTE DE PAUL
ENERO,COLOMBIA
ENERO,COLOMBIA
ENERO,COLOMBIA
ENERO,EL PARNASO
ENERO,LOS PINOS
ENERO,JORGE ELIECER GAITAN
ENERO,PROVENZA
ENERO,GIRARDOT
ENERO,GIRARDOT
ENERO,TERRAZAS
ENERO,CABECERA DEL LLANO
ENERO,CENTRO
ENERO,CENTRO
ENERO,BOLARQUI
ENERO,GRANADA
ENERO,KENNEDY
ENERO,LA TRINIDAD
ENERO,EL LIMONCITO
ENERO,LA CUMBRE
ENERO,CENTRO P/TA
ENERO,SAN ANTONIO
ENERO,QUINTA GRANADA
ENERO,LOS CUROS
ENERO,LA POPA
ENERO,CENTRO
ENERO,20 DE JULIO
ENERO,AV. LA PAZ CALLE 33
ENERO,BOLIVAR
ENERO,LAS AMERICAS
ENERO,BELARCAZAR
ENERO,CENTRO
ENERO,BELLAVISTA
ENERO,URBANIZACION LA FLORA E2
ENERO,EL PENHON E3
ENERO,EL PENHON E3
ENERO,PARQUE DE LA CANHA E7
ENERO,LAS QUINTAS DE DON SIMON E17
ENERO,LAS QUINTAS DE DON SIMON E17
ENERO,URB. CIUDAD JARDIN E22
ENERO,ALFONSO LOPEZ III E7
ENERO,EL GUABAL E10
ENERO,PRADOS DEL NORTE E2
ENERO,JORGE ELIECER GAITAN E6
ENERO,LA PLAYA E17
ENERO,COLSEGUROS ANDES E10
ENERO,CHAMPAGNAT E19
ENERO,EL CALVARIO E3
ENERO,LA ADRIANITA E24
ENERO,VIA AMAGA
ENERO,ZONA CENTRO
ENERO,MIRAFLOR
ENERO,LAS VEGAS
ENERO,EL PORTAL
ENERO,SALVATORIANOS
ENERO,BOSTON C-10
ENERO,CORAZON DE JESUS C-10
ENERO,LA CANDELARIA C-10
ENERO,CALLE NUEVA C-10
ENERO,EL RINCON C-16
ENERO,ESTACION VILLA C-10
ENERO,ESTACION VILLA C-10
ENERO,CALLE NUEVA C-10
ENERO,SURAMERICANA C-11
ENERO,LA CANDELARIA C-10
ENERO,CARACOLI S.C.
ENERO,EL POBLADO C-14
ENERO,MANILA C-14
ENERO,EL CUCARACHO C-7
ENERO,HECTOR ABAD GOMEZ C-5
ENERO,VEINTE DE JULIO C-13
ENERO,CASTILLA C-5
ENERO,LA CANDELARIA C-10
ENERO,PERPETUO SOCORRO C-10
ENERO,GUAYAQUIL C-10
ENERO,LA CANDELARIA C-10
ENERO,LIMONAR 1  S.A.P.
ENERO,VILLANUEVA C-10
ENERO,ESTACION VILLA C-10
ENERO,CUATRO ESQUINAS
ENERO,CALLE DEL BANCO
ENERO,CALLE NUEVA
ENERO,LAS BRISAS DE SATENA
ENERO,CAMPO ALEGRE
ENERO,CAMPO ALEGRE
ENERO,OLAYA
ENERO,GARDENIAS
ENERO,CENTRO
ENERO,CIUDADELA 20 DE JULIO
ENERO,BARRANQUILLITA
ENERO,BELLAVISTA
ENERO,CAMILO TORRES
ENERO,PARQUE PRINCIPAL
ENERO,CENTRO
ENERO,BARRIO ASIS
ENERO,CAMELIA
ENERO,BARRIO JAZMIN
ENERO,VDA.SANTAGUEDA
ENERO,ABBAS TURBAY
ENERO,EL EMPEDRADO
ENERO,LA ESMERALDA
ENERO,CHAPINERO
ENERO,SAN JOSE CENTRO
ENERO,VALLE MESA
ENERO,EL JARDIN
ENERO,LA GLORIA
ENERO,SANTA TERESA
ENERO,SANTA CATALINA E-8
ENERO,VENECIA E-6
ENERO,URB. CENTRO INDUSTRIAL E-16
ENERO,VILLAS DE GRANADA E-10
ENERO,MANDALAY SEGUNDO SECTOR E-8
ENERO,LISBOA E-11
ENERO,EL PORVENIR E-7
ENERO,GUACAMAYAS I-II E-4
ENERO,LA ESTANZUELA E-14
ENERO,EL AMPARO E-8
ENERO,QUIROGA IHS ETAPA E-18
ENERO,URB. INDUSTRIAL PENSILVANIA E-16
ENERO,QUINTA CAMACHO E-2
ENERO,QUIROGA IHS ETAPA E-18
ENERO,URB. MALIBU E-11
ENERO,EL LISTON E-14
ENERO,POLO CLUB E-12
ENERO,BOCHICA E-10
ENERO,CENTRO E-3
ENERO,PINAR DE LOS ALAMOS E-10
ENERO,TEUSAQUILLO E-13
ENERO,EL RUBI E-9
ENERO,LA CONCORDIA E-17
ENERO,URB. CASTILLA E-8
ENERO,FONTIBON CENTRO E-9
ENERO,URB. EL TUNAL E-6
ENERO,SAN JOSE SPRING E-11
ENERO,ALQUERIA LA FRAGUA E-8
ENERO,LOS PIJAOS E-18
ENERO,URB. EL SALITRE E-13
ENERO,LA VICTORIA E-4
ENERO,CHAPINERO CENTRAL E-2
ENERO,PALOQUEMAO E-14
ENERO,VERGEL E-8
ENERO,SAN MARTIN E-3
ENERO,EL RINCON E-11
ENERO,SAN ANTONIO E-7
ENERO,SANTANDER E-9
ENERO,CANDELARIA III-IV E-19
ENERO,URB. RIONEGRO E-12
ENERO,SANTA INES E-3
ENERO,SAN MATEO
ENERO,TERREROS
ENERO,PARAISO
ENERO,SIMON MEJIA
ENERO,EL CENTRO
ENERO,BARRIO EL CENTRO
ENERO,BARRIO LA GRANJA
ENERO,BARRIO LA GRANJA
ENERO,NUEVO HORIZONTE
ENERO,CENTRO
ENERO,MANZANARES
ENERO,CANAIMA
ENERO,SANTA INES
ENERO,VENTILADOR
ENERO,LOS MARTIRES
ENERO,GUAJIRA
ENERO,VILLA BETEL
ENERO,URBANIZACION CONCEPCION NO. 1-2-3-4-5
ENERO,SANTA ELENA
ENERO,BASTIDAS
ENERO,LAS DELICIAS
ENERO,LAS DELICIAS
ENERO,PARQUE
ENERO,ALMENDROS
ENERO,LIBERTADOR
ENERO,EL PRADO
ENERO,POPULAR
ENERO,LA ROCHELA
ENERO,LA ROSITA
ENERO,CANAGUAY
ENERO,TEUSACA
ENERO,VILLA MARIA
ENERO,MACARENA
ENERO,PARAISO
ENERO,SANTA INES
ENERO,CIUDAD SALITRE
ENERO,BRISAS DEL GUATIQUIA
ENERO,VILLA SUAREZ
ENERO,CENTRO
ENERO,CENTENARIO
ENERO,ALTOS DE LA COLINA
ENERO,SAN IGNACIO
ENERO,PANORAMICO I ETAPA
ENERO,POTRERILLO
ENERO,ROSALES II
ENERO,PLAZA SUAREZ
ENERO,INVASION LAS DELICIAS
ENERO,BARRIO LATINO
ENERO,BARRIO SIGLO XXI
ENERO,CORREGIMIENTO LA PARADA
ENERO,AV. SAN FRANCISCO
ENERO,BOLIVAR
ENERO,TRES ESQUINAS
ENERO,SAN JOSE
ENERO,VDA.BONANZA
ENERO,SAN FERNANDO C.7
ENERO,CENTRO (A) PEREIRA
ENERO,CIRCUNVALAR
ENERO,LA GLORIETA
ENERO,INTERMEDIO (V/SANTANA)
ENERO,SECTOR PARQUE LA LIBERTAD
ENERO,SECTOR PARQUE LA LIBERTAD
ENERO,CERRITOS
ENERO,EL PRADO
ENERO,LA UNIVERSIDAD
ENERO,GIRARDOT
ENERO,CABECERA DEL LLANO
ENERO,URB. LOS NARANJOS
ENERO,CALDAS
ENERO,LA CUMBRE
ENERO,LAGOS III
ENERO,EL PALENQUE
ENERO,SAN MARCOS
ENERO,NUEVA COLOMBIA
ENERO,SECTOR SALIDA A BETULIA
ENERO,LA GRAN COLOMBIA
ENERO,EL SOCORRO
ENERO,6 DE ENERO
